name,up greedy,up insertion,random oct_schedule,up oct_schedule,oct greedy,oct insertion,random greedy,oct oct_schedule,random insertion,cp,size,seq,fork_join,levels,ccr,width,edges,parallel
translated_mwa_gleam_simple_12_copies.graphml,1370,239,275,267,1396,210,1374,257,250,26,144,984,0.308333333,7,2.881351626,24,132,0.616666667
translated_chiles_two_8_copies.graphml,1808,297,350,336,1813,286,1831,364,303,70,184,1258,0.165178571,13,4.460634548,32,208,0.210227273
translated_lofar_std.graphml,1992,482,484,529,2063,453,1984,491,480,197,192,1317,0.120915033,33,4.882814477,18,224,0.132616487
translated_MS-MSF_Fq-Ti-Fc-Sb.graphml,2583,401,513,514,2580,410,2581,515,406,272,247,1686,0.137037037,20,6.575806475,30,339,0.137037037
translated_mwa_gleam_simple_3_copies.graphml,395,98,71,71,417,96,388,71,98,18,36,208,0.810810811,7,4.129407051,6,33,0.405405405
translated_askap_dingo_expanded.graphml,919,178,153,153,721,145,923,144,178,55,59,389,0.770833333,12,4.560847022,8,66,0.925
translated_lofar_test_8x8.graphml,11924,1445,2290,2237,12686,2036,11826,2855,1435,154,1202,8434,0.006187291,42,5.318307524,130,1468,0.014230769
translated_dist_sagecal_sleep_1_copies.graphml,1759,398,324,324,1633,348,1759,298,398,176,59,389,0.216216216,50,9.650734173,2,91,0.770833333
translated_test_mk_grpby.graphml,1407,267,308,301,1379,289,1422,292,252,188,124,811,0.220238095,17,4.92397876,24,145,0.205555556
translated_lofar_cal.graphml,66,14,14,14,66,14,66,14,14,12,4,14,0.013513514,3,3.267857143,1,3,0.013513514
translated_atca_minh.graphml,703,176,189,188,637,178,668,201,168,68,45,293,0.704761905,11,7.176791809,15,63,0.548148148
translated_atca_attila_12_copies.graphml,1203,259,275,275,1126,220,1246,280,260,127,96,574,0.186868687,30,7.788744919,36,133,0.073412698
translated_test_seq_gather.graphml,1928,371,335,337,1812,350,1972,308,368,112,74,422,0.864864865,25,7.694024593,4,97,0.804347826
translated_atca_attila_4_copies.graphml,1165,273,211,211,932,221,1141,220,273,103,56,350,0.560606061,30,6.400102041,12,69,0.220238095
translated_MS-MSF_Fq-Ti-Fc-Sb_8-2-8_copies.graphml,11890,1173,1901,1934,11948,1889,11824,2586,1186,289,1095,7536,0.028549383,19,7.944562114,144,1603,0.030228758
translated_MS-MSF_Fq-Ti-Fc-Sb_6-4-8_copies.graphml,17528,1615,2732,2718,17549,2655,17473,3898,1570,196,1615,11155,0.019032922,20,7.952042053,216,2379,0.019032922
translated_chiles_two_dev1.graphml,798,211,200,190,801,168,824,209,169,19,78,552,0.474358974,8,3.942865106,12,86,0.972972973
translated_cont_img.graphml,4341,791,742,719,4329,706,4341,658,791,347,148,1032,0.616666667,97,4.990061282,4,177,0.194736842
translated_CALIB_8_copies.graphml,2175,317,423,396,2171,358,2195,399,312,38,216,1441,0.330357143,13,5.695504665,16,264,0.420454545
translated_dist_sagecal_sleep_9_copies.graphml,9860,1021,1111,1118,9385,919,9644,1058,984,596,355,2311,0.1,50,10.67304197,10,579,0.154166667
translated_MS-MSF_Fq-Fc-Ti-Sb_1-1-1_copies.graphml,562,155,150,150,562,155,562,150,155,81,26,157,0.040540541,23,3.464968153,3,26,0.851351351
translated_atca_minh_4-5_copies.graphml,690,132,161,168,703,146,690,161,136,48,42,230,0.880952381,11,7.685300207,12,58,0.685185185
translated_chiles_two_dev1_8-8_copies.graphml,4583,487,736,727,4726,632,4666,850,480,43,428,2852,0.079059829,12,5.587028614,72,512,0.102777778
translated_CALIB.graphml,1065,207,247,248,1073,189,1064,239,193,27,108,695,0.660714286,13,5.979216627,8,132,0.840909091
translated_lofar_test_4x8.graphml,6799,908,1265,1255,6928,1113,6864,1542,947,279,690,4685,0.012187088,42,5.368110993,66,828,0.028030303
translated_dist_sagecal_sleep_5_copies.graphml,5556,830,810,807,5135,690,5454,785,805,504,207,1433,0.166666667,50,9.266310669,6,335,0.256944444
translated_chiles_two_12_copies.graphml,2886,388,492,503,2987,371,2918,478,368,132,272,1782,0.110119048,13,5.024427279,48,310,0.140151515
translated_chiles_two_dev2.graphml,5365,701,934,901,6280,925,5421,1093,687,408,499,3333,0.076131687,31,6.214042847,36,633,0.070881226
translated_mwa_gleam_simple.graphml,792,152,145,139,793,146,789,140,153,24,72,470,0.616666667,7,3.711524823,12,66,0.810810811
translated_facet_img_2-2-2_copies.graphml,2034,414,500,479,2020,391,2024,471,413,397,191,1232,0.228395062,31,5.592574964,12,235,0.212643678
translated_dist_sagecal_sleep.graphml,7264,930,948,902,7003,827,7250,904,887,617,281,1952,0.125,50,9.28643676,8,457,0.192708333
translated_chiles_two_dev1_8-4_copies.graphml,2587,315,432,440,2571,329,2601,446,300,34,244,1565,0.142307692,8,5.303524852,40,284,0.308333333
translated_mwa_gleam_simple_8_copies.graphml,983,179,205,198,977,174,970,203,185,37,96,574,0.4625,7,3.577235772,16,88,0.925
translated_MS-MSF_Fq-Fc-Ti-Sb_9-3-5-copies.graphml,22357,2034,3602,3686,22210,3576,22195,4681,2089,601,2068,14311,0.027407407,23,5.846146537,135,2604,0.026102293
translated_atca_attila_8_copies.graphml,1275,239,258,258,1157,215,1220,253,242,124,76,496,0.28030303,30,6.845686545,24,101,0.110119048
translated_atca_attila.graphml,1150,239,251,251,752,205,1155,236,239,136,66,432,0.373737374,30,6.096555836,18,85,0.146825397
translated_dist_sagecal_sleep_3_copies.graphml,3745,681,613,620,3590,616,3745,542,681,323,133,898,0.25,50,9.592971851,4,213,0.385416667
translated_dist_sagecal_sleep_2_copies.graphml,2539,553,497,497,2212,413,2539,430,544,230,96,574,0.333333333,50,10.04616725,3,152,0.513888889
translated_facet_img.graphml,6770,804,1174,1188,7181,1163,6741,1559,839,295,655,4346,0.049731183,31,5.908194602,48,834,0.05316092
translated_MS-MSF_Fq-Ti-Fc-Sb_2-4-9_copies.graphml,7618,843,1260,1265,7674,1188,7588,1755,813,194,699,4947,0.045679012,20,7.006173305,90,983,0.045679012
translated_atca_attila_3_copies.graphml,1207,236,224,224,607,157,1207,202,242,102,51,329,0.747474747,30,5.485964599,9,61,0.293650794
translated_chiles_two_dev1_4-8_copies.graphml,6824,628,1043,1021,6884,914,6801,1393,670,34,634,4378,0.052706553,8,5.309584919,108,764,0.114197531
